college_name,website,category,page_url,summary,emails,phones,dates,fees,courses,rankings,cutoffs,course_details,status,error
Home - CHRISTIAN MEDICAL COLLEGE & HOSPITAL | Ludhiana Punjab India,https://cmcludhiana.in,admissions,https://www.cmcludhiana.in/college-admissions/,"Home / Administration College Admission 2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 Book an Appointment 91-161-2115000 91-161-2600270 [email protected] Brown Road, Ludhiana, INDIA. Facebook-f Instagram X-twitter Youtube 24 Hours Helpline",,2025 2024 2023 | 2022 2021 2020 | 2019 2018 2017 | 2016 2015 2014 | 91-161-2115000 | 91-161-2600270,,,,,,,success,
Home - CHRISTIAN MEDICAL COLLEGE & HOSPITAL | Ludhiana Punjab India,https://cmcludhiana.in,courses,https://cmcludhiana.in,"Christian Medical College & Hospital, Ludhiana 24/7 Care, 750 Beds, Unlimited Compassion: Your Health, Our Mission. Explore More 24 Hours Helpline +91-161-2115000 Admissions Specialities Doctors Time table Doctor Consultation Admissions College Admission 2026 Admissions – previous years Specialities Search for Doctors and Specialities Select Department Anaesthesia Anatomy Betty Cowan Research and Innovation Centre Biochemistry Cardiology Cardiothoracic & Vascular Surgery Casualty & Trauma",,+91-161-2115000 | 1864-1956,,,Be | Ma | ba,,,,success,
Home - CHRISTIAN MEDICAL COLLEGE & HOSPITAL | Ludhiana Punjab India,https://cmcludhiana.in,contact,https://www.cmcludhiana.in/contact-us/,"Home / Contact Us Contact Us Christian Medical College & Hospital Address: Brown Road, Ludhiana, 141008 Email : Loading… Christian Medical College & Hospital Email : Loading… Phone No. : 91-161-2115376 , 5377 Directors Office Director : Dr. William Bhatti Email : Loading… Contact Us For enquiry: 01612115203 , 01612115201 For Admissions : 01612115381 (Registrar Office) Christian Dental College Email : Loading… Phone No. : 91-161-2115391 , 2115393 Assosciate Directors : Dr. M Joseph John, NABH &",,91-161-2115376 | 01612115203 | 01612115201 | 01612115381 | 91-161-2115391 | 2115393 | 91-161-2115612 | 91-161-2115381 | 91-161-2115000 | 91-161-2600270,,,Ma,,,,success,
IIMA - Indian Institute of Management Ahmedabad,https://www.iima.ac.in,admissions,https://www.iima.ac.in/academics/mba/admissions,"Home Menu Academics Skip to main content Admissions MBA Admissions Overview The two-year full-time Post Graduate Programme in Management (PGP) is the flagship MBA programme of IIMA. It is a residential programme for graduates from different disciplines wishing to choose a career in management. Its main objective is to develop competent professional managers. The admission process consists of the nationally administered Common Admission Test (CAT) for domestic applicants, and GMAT for overseas",admission@iima.ac.in,+91 79 7152 4630,,,MBA | ma | ba,CAT-2025 | mation Bulletin PGP 2026,,"IIM Ahmedabad MBA Programme Academics: rankings=CAT-2025 | mation Bulletin PGP 2026 | MBA Admissions: rankings=CAT-2025 | mation Bulletin PGP 2026 | Important Links Home Menu Academics Skip to main content Admissions MBA Admissions Overview The two-year full-time Post Graduate Programme in Management (PGP) is the flagship MBA programme of IIMA. It is a residential programme for graduates from different disciplines wishing to choose a career in management. Its main objective is to develop competent professional managers. The admission process consists of the nationally administered Common Admission Test (CAT) for domestic applicants, and GMAT for overseas Indian applicants or foreign nationals, followed by analytical writing test and personal interviews for shortlisted candidates. The students are selected on the basis of the applicable (CAT/GMAT) exam scores, past academic performance and performance in the analytical writing test and personal interviews. Selected students have scholastic achievements in disciplines such as arts, commerce, science and professional streams such as engineering, technology, and medicine. Many of them also have achievements in extra-curricular and organizational activities. Some of the qualities that characterize past students are high levels of initiative and energy, capacity for hard work, strong task orientation, willingness to learn, and a temperament suitable for teamwork. The PGP classes have a mix of fresh graduates and persons with work experience. Admission Categories Domestic Overseas Indian Candidates Supernumerary Quota Important Links View all CAT-2025 CAT-2025 Website CAT-2025 Advertisement CAT-2025 Information Bulletin PGP 2026-28 Admission Status: PGP 2026-28 Batch Shortlisting Criteria: PGP 2026-28 Batch Admission Procedure for PGP 2026-28 Batch Admission Procedure for Overseas Indian Candidates 2026-28 Batch Admission Procedure for Foreign Applicants 2026-28 Batch For Admission details, please contact: Admissions Office (PGP & PGP-FABM) Indian Institute of Management Ahmedabad Main Campus Vastrapur, Ahmedabad Gujarat 380 015 India Phone: +91 79 7152 4630/ 4631/ 4633/ 4634 Email: admission@iima.ac.in View all CAT-2025 Website: rankings=CAT-2025 | mation Bulletin PGP 2026",success,
IIMA - Indian Institute of Management Ahmedabad,https://www.iima.ac.in,courses,https://www.iima.ac.in/academics,"Home Menu Academics Skip to main content Academics Academics Message from the Dean For more than 60 years, IIM Ahmedabad has been known for its exemplary contributions to scholarship, practice and policy through its distinctive teaching methods, high-quality research, and work with industry, government and social enterprises. Academic programmes at IIM Ahmedabad range from short to long duration, their coverage varying from highly specialized areas to general management, and outcomes ranging",,,,rs,Ma | be | Ph.D | MBA | MBA in Business Analytics & AI | ePGD-ABA | FDP | AFP | Upcoming Events | IIMA Facts | 1 st | 35 th | 1 st | 1 st | Connect with Us Home Menu Academics Skip to main content Academics Academics Message from the Dean For more than 60 years | MBA in Business Analytics & AI A cutting-edge MBA program offered in a blended mode combining business management,Category) since 2020 | cation Financial Times Executive Education (Open) Rankings in 2025 | Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024,Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024,"Top Management Programmes globally Academics: fees=rs, rankings=Category) since 2020 | cation Financial Times Executive Education (Open) Rankings in 2025 | Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024, cutoffs=Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024 | For more than 60 years, IIM Ahmedabad has been known for its exemplary contributions to scholarship, practice and policy through its distinctive teaching methods, high-quality research, and work with industry, government and social enterprises. Academic programmes at IIM Ahmedabad range from short to long duration, their coverage varying from highly specialized areas to general management, and outcomes ranging from simple knowledge upgradation to professional certificates or degrees. While one set of programmes are aimed at practitioners or people seeking leadership roles, others are aimed at beginners or those transitioning from technical to managerial or techno-managerial roles. Another set of programmes are aimed at enhancing leadership effectiveness, often at senior levels in organizational contexts. Whether you wish to excel as an individual or an organization, we invite you to explore IIMA’s programmes. You are very likely to find something that matches your professional needs well: fees=rs, rankings=Category) since 2020 | cation Financial Times Executive Education (Open) Rankings in 2025 | Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024, cutoffs=Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024 | Ph.D: fees=rs, rankings=Category) since 2020 | cation Financial Times Executive Education (Open) Rankings in 2025 | Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024, cutoffs=Rank amongst Business Schools in India by the NIRF (Management Category) since 2020 | Rank for IIMA’s one year MBA Programme by Financial Times Global MBA Ranking in 2024 | Ranking in Agribusiness & Food Industry Management in 2024",success,
IIMA - Indian Institute of Management Ahmedabad,https://www.iima.ac.in,placements,https://www.iima.ac.in/academics/MBA-PGPX/careers-and-placements,"Home Menu Academics Skip to main content Careers and Placements- MBA-PGPX Careers and Placements Career Opportunities IIMA’s MBA-PGPX (One Year MBA) has been rated among the world’s best MBA programmes in terms of career progression. This has been possible due to a variety of factors. The MBA-PGPX (One Year MBA) intake has a rigorous admissions process, an enriching academic programme, and a strong industry recognition. Recruiters from various sectors such as banking, consulting, energy,",,2024 2023 2022 | 2021 2020 2019 | 2018 2017 2016 | 2015 2014 2013 | 2012 2011,,,MBA | ma | be | ba,,,,success,
IIMA - Indian Institute of Management Ahmedabad,https://www.iima.ac.in,fees,https://www.iima.ac.in/iima-dubai-campus/academic-dubai/one-year-mba/fees-financing-and-scholarships,"Home Menu Skip to main content Fees, Financing & Scholarships Fees, Financing & Scholarships Programme Fee The programme fee for the One Year MBA at IIMA Dubai is USD 80,000 (includes tuition fees, books, course material and use of other facilities including library, network, and campus infrastructure). The tuition fees include the cost of the international immersion programme, excluding travel and stay-related expenses. The fee does not include the cost of accommodation and other related",,,,"USD 80,000",ma | MBA | be | ba,,,"pdf Home Menu Skip to main content Fees, Financing & Scholarships Fees, Financing & Scholarships Programme Fee The programme fee for the One Year MBA at IIMA Dubai is USD 80,000 (includes tuition fees, books, course material and use of other facilities including library, network, and campus infrastructure). The tuition fees include the cost of the international immersion programme, excluding travel and stay-related expenses. The fee does not include the cost of accommodation and other related expenses during the programme. We have arrangements with nearby housing facilities for availing their services. Financing options will be made available soon. Scholarships A limited number of scholarships are available and awarded based on a holistic review of merit, diverse backgrounds and demonstrated talent. Financing Options ICICI Bank GrayQuest State Bank of India Credila Financial Services Ltd Preferred Accommodation Partners The Myriad Dubai Yugo Dubailand KSK Homes pdf State Bank of India Credila Financial Services Ltd The Myriad Dubai Yugo Dubailand 1 2 icici: fees=USD 80,000",success,
IIMA - Indian Institute of Management Ahmedabad,https://www.iima.ac.in,contact,https://www.iima.ac.in/faculty-research/faculty-directory,Home Menu Faculty & Research Skip to main content Faculty Directory Our Faculty Faculty Directory Area : Search Query : 106 in total found Saravanan A Strategy Anurag K. Agarwal Strategy Swetha Agarwal Finance and Accounting Promila Agarwal Human Resources Management Sobhesh Kumar Agarwalla Finance and Accounting Himanshu Arha Operations and Decision Sciences Arindam Banerjee Marketing Anirban Banerjee Finance and Accounting Rajni Kant Bansal Operations and Decision Sciences Dhiman Bhadra,,,,,Ma | Ba,,,,success,
Indian Institute of Management Bangalore | IIMB,https://www.iimb.ac.in,admissions,https://www.iimb.ac.in/admissions,"Skip to main content Home ADMISSIONS 2027 ADMISSIONS 2027 CENTRES OF EXCELLENCE Capital Markets & Risk Management Corporate Governance & Sustainability Digital Public Goods Israel Mizuho India Japan Study Centre NSRCEL Software & IT Management Supply Chain Management Teaching & Learning Tony James Centre for Private Equity and Venture Capital Centres Of Excellence To focus on new and emerging areas of research and education, Centres of Excellence have been established within the Institute.",,,,rs,Ba | PhD | MBA | Ma | be | BBA in Digital Business and Entrepreneurship (BBA DBE) BSc Honours - Economics BSc Honours - Data Sciences Faculty Faculty members at IIMB generate knowledge through cutting-edge research in all functional areas of management that would benefit public and private sector companies | Doctor of Philosophy | PhD in management and allied disciplines Admissions About the Programme Duration: One-year fulltime Eligibility: Master's Degree IIMB Test Information on appearing for IIMB Test More information Accreditation and Rankings Connect with us Student Testimonials,cate Programmes | UG Programmes | Faculty | About IIMB | ADMISSIONS 2027 | mative and innovative education Read More >> ADMISSIONS 2027,,"IIM Bangalore Admissions: Apply now for PhD, MBA & Masters Programmes. CENTRES OF EXCELLENCE: fees=rs, rankings=cate Programmes | UG Programmes | Faculty | About IIMB | ADMISSIONS 2027 | mative and innovative education Read More >> ADMISSIONS 2027 | Student Testimonials Skip to main content Home ADMISSIONS 2027 ADMISSIONS 2027 CENTRES OF EXCELLENCE Capital Markets & Risk Management Corporate Governance & Sustainability Digital Public Goods Israel Mizuho India Japan Study Centre NSRCEL Software & IT Management Supply Chain Management Teaching & Learning Tony James Centre for Private Equity and Venture Capital Centres Of Excellence To focus on new and emerging areas of research and education, Centres of Excellence have been established within the Institute. These ‘virtual' centres draw on resources from its stakeholders, and interact with them to enhance core competencies Read More >> Certificate Programmes N. S. Ramaswamy Pre-doctoral Fellowship (NSR Pre-doc) UG Programmes BBA in Digital Business and Entrepreneurship (BBA DBE) BSc Honours - Economics BSc Honours - Data Sciences Faculty Faculty members at IIMB generate knowledge through cutting-edge research in all functional areas of management that would benefit public and private sector companies, and government and society in general. Read More >> IIMB Institutional Review Board (IRB) IIMB Institutional Review Board (IRB) IIMB Management Review Journal of Indian Institute of Management Bangalore IIM Bangalore offers Degree-Granting Programmes, a Diploma Programme, Certificate Programmes and Executive Education Programmes and specialised courses in areas such as entrepreneurship and public policy. Read More >> About IIMB The Indian Institute of Management Bangalore (IIMB) believes in building leaders through holistic, transformative and innovative education Read More >> ADMISSIONS 2027 Degree Programmes PhD A five-year fulltime programme leading to a Doctor of Philosophy (PhD) degree About the Programme Duration: Five-year fulltime Eligibility: Master's Degree PGP Post Graduate Programme in Management A two-year fulltime programme leading to a Master of Business Administration (MBA) degree About the Programme Duration: Two-year fulltime Eligibility: Bachelor's Degree PGPBA Post Graduate Programme in Management (Business Analytics) A two-year fulltime programme leading to a Master of Business Administration (MBA) degree About the Programme Duration: Two-year fulltime Eligibility: Bachelor's Degree EPGP Executive Post Graduate Programme in Management A one-year fulltime programme for experienced professionals leading to a Master of Business Administration (MBA) degree Admissions Open About the Programme Duration: One-year fulltime Eligibility: Bachelor's Degree PGPEM Post Graduate Programme in Enterprise Management A two-year weekend programme for working professionals leading to a Master of Business Administration (MBA) degree Admissions Open About the Programme Duration: Two-year weekend Eligibility: Bachelor's Degree PGPPM Post Graduate Programme in Public Policy and Management About the Programme Duration: 14 Months Hybrid Programme Eligibility: Bachelor's Degree Certificate Programme NSR Pre-doc N.S. Ramaswamy Pre-doctoral Fellowship A one-year fellowship programme for individuals planning to pursue a PhD in management and allied disciplines Admissions About the Programme Duration: One-year fulltime Eligibility: Master's Degree IIMB Test Information on appearing for IIMB Test More information Accreditation and Rankings Connect with us Student Testimonials: fees=rs, rankings=cate Programmes | UG Programmes | Faculty | About IIMB | ADMISSIONS 2027 | mative and innovative education Read More >> ADMISSIONS 2027",success,
Indian Institute of Management Bangalore | IIMB,https://www.iimb.ac.in,courses,https://www.iimb.ac.in/programmes,Skip to main content Home Degree-Granting Programmes and Certificate Programme Degree-Granting Programmes and Certificate Programme CENTRES OF EXCELLENCE Capital Markets & Risk Management Corporate Governance & Sustainability Digital Public Goods Israel Mizuho India Japan Study Centre NSRCEL Software & IT Management Supply Chain Management Teaching & Learning Tony James Centre for Private Equity and Venture Capital Centres Of Excellence To focus on new and emerging areas of research and,,,,rs,Ba | Ph.D | Ma | MBA | BBA in Digital Business and Entrepreneurship (BBA DBE) | BSc Honours – Data Science | BSc Honours – Economics | N | Be | BBA in Digital Business and Entrepreneurship (BBA DBE) BSc Honours - Economics BSc Honours - Data Sciences Faculty Faculty members at IIMB generate knowledge through cutting-edge research in all functional areas of management that would benefit public and private sector companies | PhD | Doctor of Philosophy,"mat with online and on-campus components Eligibility : Bachelor’s Degree, Minimum 5",,"IIM Bangalore CENTRES OF EXCELLENCE: fees=rs, rankings=mat with online and on-campus components Eligibility : Bachelor’s Degree, Minimum 5 | Doctoral Programme (Ph.D.): fees=rs, rankings=mat with online and on-campus components Eligibility : Bachelor’s Degree, Minimum 5 | Post Graduate Programme in Public Policy and Management: fees=rs, rankings=mat with online and on-campus components Eligibility : Bachelor’s Degree, Minimum 5",success,
Indian Institute of Management Bangalore | IIMB,https://www.iimb.ac.in,placements,https://www.iimb.ac.in/recruiters,"Skip to main content Home Recruiters Recruiters CENTRES OF EXCELLENCE Capital Markets & Risk Management Corporate Governance & Sustainability Digital Public Goods Israel Mizuho India Japan Study Centre NSRCEL Software & IT Management Supply Chain Management Teaching & Learning Tony James Centre for Private Equity and Venture Capital Centres Of Excellence To focus on new and emerging areas of research and education, Centres of Excellence have been established within the Institute. These",nishant.verma@iimb.ac.in | tapasr.pati@iimb.ac.in | lokesh.sharma@iimb.ac.in | rashmita.prusty@iimb.ac.in | reenaf@iimb.ac.in | vishnuchethan.knair@iimb.ac.in | cds@iimb.ac.in | place@iimb.ac.in | chaitanyavishwas.siras25@iimb.ac.in | prakirti.das25@iimb.ac.in,+91-80-26993047 | +91-80-26993357 | +91-80-26993874 | +91-80-26993165 | +91-80-26993655 | +91-80-26993301 | +918767232879 | +917003780192 | +917983860300 | +919381083833,,rs,Ma | Ba | be | BBA in Digital Business and Entrepreneurship (BBA DBE) BSc Honours - Economics BSc Honours - Data Sciences Faculty Faculty members at IIMB generate knowledge through cutting-edge research in all functional areas of management that would benefit public and private sector companies,"air's Desk | Message from the Chairperson | Placement Calendar 2026 | airperson, CDS Professor Nishant Kumar Verma +91 | airperson, CDS ; Professor Nishant Kumar Verma ; +91 | air ; +91 | air@iimb.ac.in | CDS Office ; Aruna Jaipal Asma Khanum ; +91 | jee ; +917029 | jee25",,"Indian Institute of Management Bangalore CENTRES OF EXCELLENCE: fees=rs, rankings=air's Desk | Message from the Chairperson | Placement Calendar 2026 | airperson, CDS Professor Nishant Kumar Verma +91 | airperson, CDS ; Professor Nishant Kumar Verma ; +91 | air ; +91 | air@iimb.ac.in | CDS Office ; Aruna Jaipal Asma Khanum ; +91 | jee ; +917029 | jee25 | PGP (BA) Placements: fees=rs, rankings=air's Desk | Message from the Chairperson | Placement Calendar 2026 | airperson, CDS Professor Nishant Kumar Verma +91 | airperson, CDS ; Professor Nishant Kumar Verma ; +91 | air ; +91 | air@iimb.ac.in | CDS Office ; Aruna Jaipal Asma Khanum ; +91 | jee ; +917029 | jee25 | PGP (BA) Summer Placements: fees=rs, rankings=air's Desk | Message from the Chairperson | Placement Calendar 2026 | airperson, CDS Professor Nishant Kumar Verma +91 | airperson, CDS ; Professor Nishant Kumar Verma ; +91 | air ; +91 | air@iimb.ac.in | CDS Office ; Aruna Jaipal Asma Khanum ; +91 | jee ; +917029 | jee25",success,
Indian Institute of Management Bangalore | IIMB,https://www.iimb.ac.in,contact,https://www.iimb.ac.in/contactus,"Skip to main content Home Contact Contact CENTRES OF EXCELLENCE Capital Markets & Risk Management Corporate Governance & Sustainability Digital Public Goods Israel Mizuho India Japan Study Centre NSRCEL Software & IT Management Supply Chain Management Teaching & Learning Tony James Centre for Private Equity and Venture Capital Centres Of Excellence To focus on new and emerging areas of research and education, Centres of Excellence have been established within the Institute. These ‘virtual'",info@iimb.ac.in | director@iimb.ac.in | rashmi.lad@iimb.ac.in | dean.faculty@iimb.ac.in | boby.george@iimb.ac.in | dean.programmes@iimb.ac.in | deanpoffice@iimb.ac.in | dean.admin@iimb.ac.in | dean.ard@iimb.ac.in | communications@iimb.ac.in,26993000 | 26582450 | +91-80-26584050 | 26584004 | 26584181 | 26581602 | +91-80-26582450 | 26584050 | +91-80-26993000 | +91-80-26993002,,rs,Ba | Ma | be | BBA in Digital Business and Entrepreneurship (BBA DBE) BSc Honours - Economics BSc Honours - Data Sciences Faculty Faculty members at IIMB generate knowledge through cutting-edge research in all functional areas of management that would benefit public and private sector companies | phd | MBA | Doctor of Philosophy,mation Centre info@iimb.ac.in +91 | cation https://www.iimb.ac.in/student_verification +91 | cations Office Head of Communications communications@iimb.ac.in +91 | cation Programme (Office) edp.obp@iimb.ac.in +91 | airs (OIA) oia@iimb.ac.in +91 | cation randp@iimb.ac.in +91 | mation Centre ; info@iimb.ac.in ; +91 | cation ; https://www.iimb.ac.in/student_verification ; +91 | cations Office Head of Communications ; communications@iimb.ac.in ; +91 | cation Programme (Office) ; edp.obp@iimb.ac.in ; +91,,"IIM Bangalore CENTRES OF EXCELLENCE: fees=rs, rankings=mation Centre info@iimb.ac.in +91 | cation https://www.iimb.ac.in/student_verification +91 | cations Office Head of Communications communications@iimb.ac.in +91 | cation Programme (Office) edp.obp@iimb.ac.in +91 | airs (OIA) oia@iimb.ac.in +91 | cation randp@iimb.ac.in +91 | mation Centre ; info@iimb.ac.in ; +91 | cation ; https://www.iimb.ac.in/student_verification ; +91 | cations Office Head of Communications ; communications@iimb.ac.in ; +91 | cation Programme (Office) ; edp.obp@iimb.ac.in ; +91 | Indian Institute of Management Bangalore Skip to main content Home Contact Contact CENTRES OF EXCELLENCE Capital Markets & Risk Management Corporate Governance & Sustainability Digital Public Goods Israel Mizuho India Japan Study Centre NSRCEL Software & IT Management Supply Chain Management Teaching & Learning Tony James Centre for Private Equity and Venture Capital Centres Of Excellence To focus on new and emerging areas of research and education, Centres of Excellence have been established within the Institute. These ‘virtual' centres draw on resources from its stakeholders, and interact with them to enhance core competencies Read More >> Certificate Programmes N. S. Ramaswamy Pre-doctoral Fellowship (NSR Pre-doc) UG Programmes BBA in Digital Business and Entrepreneurship (BBA DBE) BSc Honours - Economics BSc Honours - Data Sciences Faculty Faculty members at IIMB generate knowledge through cutting-edge research in all functional areas of management that would benefit public and private sector companies, and government and society in general. Read More >> IIMB Institutional Review Board (IRB) IIMB Institutional Review Board (IRB) IIMB Management Review Journal of Indian Institute of Management Bangalore IIM Bangalore offers Degree-Granting Programmes, a Diploma Programme, Certificate Programmes and Executive Education Programmes and specialised courses in areas such as entrepreneurship and public policy. Read More >> About IIMB The Indian Institute of Management Bangalore (IIMB) believes in building leaders through holistic, transformative and innovative education Read More >> Contact Indian Institute of Management Bangalore Bannerghatta Road, Bengaluru, India Pin Code: 560 076 +91-80- 26993000 / 26582450 Fax Number: +91-80-26584050 / 26584004 / 26584181 / 26581602 info@iimb.ac.in Reaching IIMB - Maps and Directions Important Contacts Office Email Phone Information Centre info@iimb.ac.in +91-80-26582450 Fax: 26584050 Student Verification https://www.iimb.ac.in/student_verification +91-80-26993000 Director-in-charge Professor U Dinesh Kumar director@iimb.ac.in +91-80-26993002 +91-80-26993493 Director's Office Contact Rashmi Mahadev Lad Staff Officer to the Director & CPIO rashmi.lad@iimb.ac.in +91-80-26993002 +91-80-26993493 Dean, Faculty Professor Sourav Mukherji dean.faculty@iimb.ac.in +91-80-26993006 +91-80-26993003 Office of the Dean, Faculty Boby George , Senior Manager boby.george@iimb.ac.in +91-80-26993006 Dean, Programmes Professor Mukta Kulkarni dean.programmes@iimb.ac.in Office of the Dean, Programmes deanpoffice@iimb.ac.in +91-80-26993745 +91-80-26993254 Dean, Administration Professor M Jayadev dean.admin@iimb.ac.in Office of the Dean, Administration dean.admin@iimb.ac.in +91-80-26993111 +91-80-26589580 Dean, Alumni Relations & Development Professor Vasanthi Srinivasan dean.ard@iimb.ac.in Communications Office Head of Communications communications@iimb.ac.in +91-80-26993133 Chief Administrative Officer Cdr. Ajaya Kumar S cao@iimb.ac.in +91-80-26993011 CAO Office Contact CAO Sec caos@iimb.ac.in +91-80-26993019 Chief Human Resources Officer Arvind Soundararajan chro@iimb.ac.in +91-80-26993358 Chief Finance Officer, Finance & Accounts Bhavani Karthikeyan bhavani.karthikeyan@iimb.ac.in +91-80-26993012 Senior Manager, Finance & Accounts Savithri HD savithri.hd@iimb.ac.in +91-80-26993025 Department / Function Office Email Phone Admissions pgpadm@iimb.ac.in pgsemadm@iimb.ac.in phdadm@iimb.ac.in epgpadm@iimb.ac.in pgppmadm@iimb.ac.in intadm@iimb.ac.in +91-80-26993013 +91-80-26993017 Fax: 26589973 Alumni Relations alumni@iimb.ac.in +91-80-26993463 Executive Education Programme (Office) edp.obp@iimb.ac.in +91-80-26993475 +91-80-26993660 +91-80-26993264 +91-80-26993053 +91-80-26993742 Fax: 26584004 Master of Business Administration (MBA), One-year fulltime residential programme for Experienced Professionals (EPGP) (Office) epgp@iimb.ac.in +91-80-26993759 Fax: 26584050 Master of Business Administration (MBA), Two-year fulltime programme (Office) pgpoffice@iimb.ac.in +91-80-26993036 Fax: 26584050 Master of Business Administration (MBA), Two-year programme for Working Professionals (PGPEM) (Office) pgpem@iimb.ac.in +91-80-26993058 +91-80-26993354 Fax: 26584050 Master of Management Studies (Public Policy) – PGPPM (Office) pgppmoffice@iimb.ac.in +91-80-26993265 Fax: 26584050 Doctor of Philosophy (PhD), Five-year fulltime programme (Office) doctoralprogramme@iimb.ac.in +91-80-26993056 Fax: 26584050 Office of International Affairs (OIA) oia@iimb.ac.in +91-80-26993396 +91-80-26993362 Fax: 26584050 Career Development Services cds@iimb.ac.in +91-80-26993165 +91-80-26993301 Fax: 26584181 Library librarian@iimb.ac.in +91-80-26993016 +91-80-26993558 Fax: 26584050 Management Development Centre (MDC) +91-80-26993443 +91-80-26993444 Research & Publication randp@iimb.ac.in +91-80-26993657 +91-80-26993146 Estate Office Contact Office Email Phone M Vasudeva, Chief Manager (Infrastructure) vasudeva.m@iimb.ac.in +91-80-26993294 Centres Office Email Phone Centre for Office ; Email ; Phone: fees=rs, rankings=mation Centre info@iimb.ac.in +91 | cation https://www.iimb.ac.in/student_verification +91 | cations Office Head of Communications communications@iimb.ac.in +91 | cation Programme (Office) edp.obp@iimb.ac.in +91 | airs (OIA) oia@iimb.ac.in +91 | cation randp@iimb.ac.in +91 | mation Centre ; info@iimb.ac.in ; +91 | cation ; https://www.iimb.ac.in/student_verification ; +91 | cations Office Head of Communications ; communications@iimb.ac.in ; +91 | cation Programme (Office) ; edp.obp@iimb.ac.in ; +91 | Director's Office Contact Rashmi Mahadev Lad Staff Officer to the Director & CPIO ; rashmi.lad@iimb.ac.in ; +91-80-26993002 +91-80-26993493: fees=rs, rankings=mation Centre info@iimb.ac.in +91 | cation https://www.iimb.ac.in/student_verification +91 | cations Office Head of Communications communications@iimb.ac.in +91 | cation Programme (Office) edp.obp@iimb.ac.in +91 | airs (OIA) oia@iimb.ac.in +91 | cation randp@iimb.ac.in +91 | mation Centre ; info@iimb.ac.in ; +91 | cation ; https://www.iimb.ac.in/student_verification ; +91 | cations Office Head of Communications ; communications@iimb.ac.in ; +91 | cation Programme (Office) ; edp.obp@iimb.ac.in ; +91",success,
Home | IIM Calcutta,https://www.iimcal.ac.in,admissions,https://www.iimcal.ac.in/admissions,Skip to main content About Administration Announcements Academics Executive Education Faculty & Research Alumni Career Development and Placement Library Joka Culture Sustainability Institute Gift Shop Director's Message Board of Governors Deans Campus Life International Office Contacts Tenders Media Room Jobs@IIMC Announcements Admissions All Programmes Doctoral (Ph.D.) Executive Ph.D. MBA MBAEX PGPEX-VLM PGDBA CEMS MIM About Executive Education Short Duration Programmes Calendar Long Duration,,,,,ma | Ph.D | MBA,,,,success,
Home | IIM Calcutta,https://www.iimcal.ac.in,courses,https://www.iimcal.ac.in/programs/mba,Skip to main content About Administration Announcements Academics Executive Education Faculty & Research Alumni Career Development and Placement Library Joka Culture Sustainability Institute Gift Shop Director's Message Board of Governors Deans Campus Life International Office Contacts Tenders Media Room Jobs@IIMC Announcements Admissions All Programmes Doctoral (Ph.D.) Executive Ph.D. MBA MBAEX PGPEX-VLM PGDBA CEMS MIM About Executive Education Short Duration Programmes Calendar Long Duration,,,"October 20, 2019",rs,MBA | Ma | Ba | Ph.D | be,CAT 2025,,"MBA: fees=rs, rankings=CAT 2025 | IIM Calcutta MBA: fees=rs, rankings=CAT 2025 | Master of Business Administration: fees=rs, rankings=CAT 2025",success,
